################################################################################
# Collectl:   V4.0.4-1  HiRes: 1  Options: -D /etc/collectl.conf 
# Host:       topstorlin  DaemonOpts: -P -f /var/www/html/des20/Data -r00:00,7 -m -F5  -oz
# Booted:     1469888947.29 [20160730-17:29:07]
# Distro:     CentOS Linux release 7.2.1511 (Core)   Platform: VirtualBox
# Date:       20160731-000000  Secs: 1469912400 TZ: +0300
# SubSys:     bcdfijmnst Options: z Interval: 10 NumCPUs: 2  NumBud: 2 Flags: i
# Filters:    NfsFilt:  EnvFilt:  TcpFilt: ituc
# HZ:         100  Arch: x86_64-linux-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 2194.918 Cores: 2  Siblings: 2 Nodes: 1
# Kernel:     3.10.0-327.18.2.el7.x86_64  Memory: 1274784 kB  Swap: 1048572 kB
# NumDisks:   2 DiskNames: sda sdb
# NumNets:    4 NetNames: enp0s3:1000 enp0s8:1000 enp0s9:?? lo:??
# SCSI:       CD:1:00:00:00 DA:2:00:00:00
################################################################################
#Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]AnonH [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [SOCK]Used [SOCK]Tcp [SOCK]Orph [SOCK]Tw [SOCK]Alloc [SOCK]Mem [SOCK]Udp [SOCK]Raw [SOCK]Frag [SOCK]FragMem [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot [INODE]NumDentry [INODE]openFiles [INODE]MaxFile% [INODE]used [NFS]ReadsS [NFS]WritesS [NFS]MetaS [NFS]CommitS [NFS]Udp [NFS]Tcp [NFS]TcpConn [NFS]BadAuth [NFS]BadClient [NFS]ReadsC [NFS]WritesC [NFS]MetaC [NFS]CommitC [NFS]Retrans [NFS]AuthRef [TCP]IpErr [TCP]TcpErr [TCP]UdpErr [TCP]IcmpErr [TCP]Loss [TCP]FTrans [BUD]1Page [BUD]2Pages [BUD]4Pages [BUD]8Pages [BUD]16Pages [BUD]32Pages [BUD]64Pages [BUD]128Pages [BUD]256Pages [BUD]512Pages [BUD]1024Pages
20160731 00:00:00 15 0 12 6 0 1 0 66 28 0 0 1045 1133 39 556 0 1.66 2.11 2.18 0 0 1274784 607800 666984 111060 23576 257652 75700 83672 152908 20480 469972 5760 1048572 0 1048572 0 0 28 0 0 104416 7367 672 16196 0 0 0 0 47160 275 11 0 4 22 0 0 1 0 0 1 1 0 0 0 0 0 0 0 19 37 56 7367 672 8039 0 0 0 46895 2208 2 21766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1822 709 481 253 125 62 25 13 3 4 146
20160731 00:00:10 15 14 50 2 0 4 0 16 82 0 0 2336 2621 363 562 4 2.01 2.17 2.20 4 1 1274784 614708 660076 111060 23576 257696 75936 83848 158660 20480 478140 5760 1048572 0 1048572 0 0 64 0 0 104420 5491 1451 108912 0 0 0 0 47388 274 11 0 8 22 51 0 0 0 0 2 2 0 0 0 0 0 0 0 14 151 165 5491 1449 6940 0 0 0 46981 2304 2 21806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 695 670 459 233 130 65 29 16 5 5 144
20160731 00:00:20 5 21 61 1 0 2 0 9 90 0 0 3094 5059 1215 562 2 2.00 2.16 2.20 3 1 1274784 628896 645888 111060 23576 257732 75948 83728 172836 20480 492932 5760 1048572 0 1048572 0 0 56 0 0 104436 7374 721 350569 0 0 0 0 47408 274 11 0 6 22 1 0 0 0 0 1 1 0 0 0 0 0 0 0 19 78 97 7374 723 8097 0 0 0 46977 2304 2 21802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 231 256 132 121 116 66 29 16 5 5 144
20160731 00:00:30 8 11 44 4 0 2 0 31 64 0 0 2167 2948 586 557 2 1.91 2.14 2.19 1 0 1274784 609500 665284 111060 23576 257784 75852 83804 153744 20480 471204 5760 1048572 0 1048572 0 0 40 0 0 104436 7370 695 172794 0 0 0 0 47312 275 12 0 8 23 2 0 0 0 0 1 1 0 0 0 0 0 0 0 19 53 72 7370 695 8065 0 0 0 46974 2272 2 21785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1872 755 552 283 119 37 28 16 4 4 145
20160731 00:00:40 10 0 7 3 0 1 0 79 18 0 0 671 672 26 559 3 1.92 2.13 2.19 2 0 1274784 608716 666068 111060 23576 257784 75776 83868 153636 20480 471964 5760 1048572 0 1048572 0 0 12 0 0 104436 3688 337 10618 0 0 0 0 47236 274 11 0 6 22 2 0 0 0 0 1 1 0 0 0 0 0 0 0 10 21 31 3688 337 4025 0 0 0 46971 2240 2 21782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1829 760 540 294 124 40 28 16 4 4 145
20160731 00:00:50 15 0 14 8 0 1 0 62 30 0 0 1094 1116 44 557 0 1.85 2.11 2.18 0 0 1274784 608360 666424 111060 23576 257804 75864 83912 152884 20480 469968 5760 1048572 0 1048572 0 0 44 0 0 104440 7375 696 17776 0 0 0 0 47324 274 11 0 8 22 1 0 0 0 0 1 1 0 0 0 0 0 0 0 19 49 69 7375 696 8071 0 1 1 46970 2208 2 21767 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1901 720 486 260 121 58 29 16 4 4 145
20160731 00:01:00 13 0 10 3 0 1 0 73 24 0 0 792 812 28 557 1 1.73 2.08 2.17 1 0 1274784 608416 666368 111060 23576 257808 75788 83776 152900 20480 469968 5760 1048572 0 1048572 0 0 52 0 0 104436 3687 335 11599 0 0 0 0 47248 274 11 0 6 22 1 0 0 0 0 1 1 0 0 0 0 0 0 0 10 20 30 3687 335 4022 0 0 0 46982 2240 2 21779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1828 728 480 252 126 58 28 15 3 3 146
20160731 00:01:10 12 0 12 7 0 1 0 68 25 0 0 990 1075 39 557 0 1.54 2.02 2.15 0 0 1274784 608396 666388 111060 23576 257808 75784 83788 152904 20480 470072 5760 1048572 0 1048572 0 0 48 0 0 104424 7374 676 15533 0 0 0 0 47244 276 11 0 4 22 2 0 1 0 0 1 1 0 0 0 0 0 0 0 19 50 70 7374 676 8050 0 0 0 46988 2208 2 21777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1816 706 478 255 127 59 28 15 3 3 146
20160731 00:01:20 13 0 10 3 0 1 0 72 24 0 0 881 874 35 558 0 1.75 2.06 2.16 1 1 1274784 609272 665512 111060 23576 257824 75780 83808 153744 20480 471204 5760 1048572 0 1048572 0 0 44 0 0 104424 3687 353 14339 0 0 0 0 47240 276 12 0 4 23 9 0 0 0 0 2 2 0 0 0 0 0 0 0 10 34 43 3687 353 4040 0 0 0 47015 2240 2 21790 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1637 694 459 255 130 59 28 15 3 3 146
20160731 00:01:30 11 0 11 7 0 2 0 69 24 0 0 948 1023 32 559 5 1.63 2.02 2.15 5 1 1274784 611368 663416 111060 25624 257760 75772 83808 154244 20480 471932 5760 1048572 0 1048572 0 0 24 0 0 105432 7375 648 13231 0 0 0 0 47232 276 12 0 4 23 42 0 0 0 0 1 1 0 0 0 0 0 0 0 19 56 76 7375 645 8020 0 0 0 47013 2272 2 21788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1513 571 435 252 130 59 28 15 3 3 146
